Actual,Message,Predicted
Bullish,b'$AAPL buy buy buy $$',None
None,b'@NASDboy $AAPL $150 after earnings probable. Curious your thoughts on summer pullback.  $135?',None
Bullish,b'$QQQ I am LONG now I like buying when it doesn&#39;t make sense $AAPL',None
Bullish,b'started $AAPL swing trade',None
Bullish,b'$T picked up a nice position at $40 today. 5 percent Div# plus Time Warner $TWX acquisition..Buy it up# dump $AAPL',None
Bearish,b'$AAPL everyone knows your number is 92....77 is where you break down',Bearish
None,b'$AAPL 145s coming y&#39;all',None
Bullish,b'$AAPL EOD WILL BE HOD!!!',None
None,b'$AAPL this stock has the so called&#39;&#39;I \xe4m superior stigma like Trump&#39;&#39; Lot of t\xe4lk and zero per\xf4rm\xe4nce!!lol',Bullish
None,b'$FB $aapl Lunch for the &quot;big guys&quot; is over.....I&#39;m telling you we are just stuck in this range now. The pattern has been pop and yawn',None
None,b'$AAPL here we go . ATH confirmed',None
Bullish,b'$AAPL $DCTH Expect similar growth patterns as early apple stock# which also defaulted then rebounded...',None
Bullish,b'$AAPL today ATH !!!!',None
Bullish,b'$AAPL cytr ?',None
Bearish,b'$AAPL REJECTED AGAIN',Bearish
None,b'$FIT lets see how damaging this was to $AaPL on current model#vs 1 case of year old model that&#39;s unlikely even legit https://www.theguardian.com/technology/2017/feb/24/apple-looking-into-video-of-exploding-iphone-7-plus',Bearish
Bullish,b'$AAPL nay minute now ... once it breaks $143.8 it will run',Bearish
None,b'$AAPL last time futures were this strong was In 1968',Bullish
None,b'earpods and imessage is/are the future of $AAPL',None
Bullish,b'I went long $AAPL and $QQQ here.',None
None,b'$AAPL We need to clear 143.81 on 5 minute closing to start new leg up. SPY pushing!',Bearish
Bullish,b'$AAPL F U AAPL THE GODDAMN DOW QQQ NASDQ ARE IN OUTERSPACE AND YOUR FUKIN SHITTTTIN YOU PANTS',None
Bullish,b'$AAPL Where&#39;s all the desperate put/call buyers sitting on their soon to expire worthless options?',Bearish
None,b'$AAPL Lunch over.  Order filled.... giddyup!',None
Bullish,b'$FB $aapl General consolidation area this last 1.5 hours.....expect a huge move up towards the end of the day',None
Bullish,b'$MSFT $AAPL $ABBV Ka-ching! https://media.giphy.com/media/cp6XSkQcz8OnS/giphy.gif',None
Bullish,b'$AAPL #stocks #technicalanalysis https://centhrone.com/technical-analysis-apple-inc-aapl-23-04-2017/',None
None,b'$AAPL catch up to $FB FB IS ON FIRE BEST STOCK EVER',Bullish
Bullish,b'$AAPL \nofo: 10+ million daily rides in China\nUber: ~6 million daily rides globally',None
None,b'$AAPL Looking to exit calls before close for safety. Media might fear monger NK at night and sink futures then spike back on nonevent',Bearish
Bullish,b'$AAPL Where&#39;s all the Apple going bankrupt posters I&#39;m bored &amp; feel like reading stupid# desperate morons posting silly rantings.',Bearish
None,b'$AAPL has wasted 3 hours of my day by staying in this range...cmon...move please',Bearish
None,b'$AAPL Is This What Apple&#39;s iPhone 8 Looks Like? https://www.thestreet.com/story/14100287/1/is-this-what-apple-s-iphone-8-looks-like.html?puc=yahoo&amp;cm_ven=YAHOO&amp;yptr=yahoo via https://finzine.com',None
Bullish,b'$AAPL sugar watch space X $200 min',None
Bullish,b'$FB $aapl Big move up on the way!! Unstoppable!!!',None
Bullish,b'$AAPL yooooo',None
Bullish,b'$AAPL next leg $166',None
None,b'Having 5000 shares of Apple in my IRA is good today. But I stopped out on my May $AAPL $FB  puts. Boo!',None
None,b'$AAPL lunch is over.. Please pick up the pace!',None
None,b'Many one product companies $CMG $GOOG $FB $TSLA $NVDA Few multi product cos $MSFT $AMZN $F $GM Possible 1 product $AAPL Zero product $TWTR',None
Bullish,b'Alphabet Will Survive Earnings. It Always Does. $GOOGL $GOOG $AAPL - http://investorplace.com/2017/04/alphabet-inc-googl-stock-will-survive-earnings-it-always-does/',None
None,b'$AAPL crappy 5 cent scalps......',None
Bullish,b'$AAPL Image iPhone leaked very SEXY https://www.thestreet.com/story/14100287/1/is-this-what-apple-s-iphone-8-looks-like.html?puc=yahoo&amp;cm_ven=YAHOO&amp;yptr=yahoo',None
None,b'$AAPL sideways / consolidation will end soon and Apple will break $144',Bearish
None,b'$FB $aapl You&#39;ll see a move once they snap 15.20 $uvxy',None
None,b'$AAPL impressive',Bullish
None,b'Is This What Apple&#39;s iPhone 8 Looks Like? $AAPL http://dlvr.it/Nz5tl0',None
None,b'$FB $aapl Seems typical for the move to happen by morning and just puke out by the closing bell....hmm# gets annoying after awhile',Bearish
None,b'3 Big Stock Charts for Monday: $AAPL $CMG and $HAS - http://investorplace.com/2017/04/3-big-stock-charts-for-monday-apple-inc-aapl-chipotle-mexican-grill-inc-cmg-and-hasbro-inc-has/',None
None,b'Robotics/Artif Intell ETF -  BOTZ.   +16%  YTD.  $AAPL',None
None,b'$AAPL All green except LVS and SNA.',None
None,b'$AAPL Would have been over 144 if not for &quot; Kim Got IT Wong&quot; again# What is with this guy?',None
Bullish,b'COME ---- TO ---- PAPAAAAAA !!!!! $SPY $AAPL Resume face ripper!!!!!!!',None
None,b'$AAPL so do we think we can cross into 144 territory today?',None
None,b'$AAPL chart.  $QQQ $SPY $XLK',None
Bullish,b'$AAPL $200. Easy no biggy',Bullish
Bearish,b'$XIV $AMZN $AAPL $SPY $QQQ $DIA $AMZN Time to cash out go short...Ever hear of a Bull Trap..when these drop it will be like a rock',None
None,b'$AAPL ok# who is trimming back before ER hits??',None
Bullish,b'$AAPL UN RESOLUTION TO MONITOR SUGAR',None
None,b'$AAPL $144 is just around the corner',None
None,b'$SPY Per report Swiss Central Bank close to becoming Majority shareholders of $AAPL already Majority shareholder of $FB. Printing Benefits',None
None,b'$AAPL 144.18 next upside target long as it holds over 143.88',None
Bullish,b'Ripping higher with no possibility of reversing $spy $AAPL',None
Bullish,b'Absolutely UNSTOPPABLE $aapl $spy no risk here',None
Bullish,b'$AAPL $200 no worries sugar watch coming will sell billions',Bearish
None,b'$AAPL Load up before earning...India ..dividend...repatriation....too many upsides to ignore',Bearish
None,b'$AAPL my lunchtime rule is in full-effect (never a buyer at lunchtime..)',None
Bullish,b'$AAPL $FB Looking prime.....Watch these once $uvxy breaks down below intraday lows',Bearish
None,b'$AAPL Consolidating the big gap up before next leg higher. 144.40 test by close..',None
None,b'$AAPL 7% earnings move puts this at around 154 a share.....no way',None
Bullish,b'$AAPL Tax Reform huge deal huge it&#39;s gonna be great... beautiful see you at 149',Bullish
Bearish,b'$amzn $AAPL $SPY $QQQ $DIA  $AMZN   Time to cash out go short...Ever hear of a Bull Trap',None
None,b'$AAPL Isn&#39;t AAPL the largest taxpayer in US?',None
None,b'$AAPL Delaygate=Bendgate .....   because Cook knows NOTHING about supply chain?  LOL',None
None,b'$SPY $GOOGL &amp; $AAPL are the largest Federal Income Tax evaders over past few years avoiding paying billions in taxes https://thinkprogress.org/corporate-america-is-hiding-2-trillion-in-profit-from-the-irs-3d8436428225',None
None,b'Apple Hires NASA Scientists to Work on Self-Driving Cars $AAPL http://dlvr.it/Nz4qSm',None
None,b'Remeber $aapl is rock solid and the biggest member of the averages. The market cant break down with it continuing to be bullet proof $spy',Bearish
None,b'$AAPL delay of new Iphone and this POS is still up...what a joke lol',Bearish
Bullish,b'$AAPL VOLUME',None
None,b'$AAPL i could see a friday type chop til Wednesday if nothing happens...kinda boring now',None
Bullish,b'You all KNOW this stock will see new all time highs in mere days. its inevitable $aapl COME TO PAPA',Bearish
Bullish,b'$AAPL let&#39;s pin $146 this week',None
None,b'$AAPL BIG POP BIGGGGGG!',None
None,b'$AAPL crack FB already timmy',None
None,b'What Apple&#39;s Self-Driving Tech Looks Like $AAPL $GOOGL $TSLA - http://investorplace.com/2017/04/what-apple-inc-aapl-self-driving-car-technology-looks-like/',None
None,b'Apple&#39;s Next Couple Quarters Might Be Less Important Than Usual https://benzinga.com/z/9335692 $AAPL',None
None,b'Today&#39;s Youth: Sorry Android# 81% Will Purchase iPhone As Next Smartphone $AAPL $GOOG $GOOGL http://bit.ly/2ofGhfR',None
None,b'Can Smartwatches Benefit the Luxury Watch Sector? | $AAPL $GOOG $GOOGL $SSNLF $TOSYY $BBRY $FIT $QCOM | http://bit.ly/2oUtDaW',Bullish
Bullish,b'$FB $AAPL  wednesday and thursday will be good also',Bullish
None,b'$AAPL Has Around 40% Odds of Being First $1 Trillion Company? Can $GOOG $GOOGL $MSFT $FB Pass It Up? http://bit.ly/2ohtcX8',None
Bullish,b'$AAPL up from here',None
None,b'$AAPL lets get a nice dip....',None
Bullish,b'$MVIS get ready to beat HOD $aapl',None
None,b'$AAPL Below 143.35 could be trouble',Bearish
Bearish,b'@StockLover101 $AAPL $FB It&#39;s actually just the idea of a tax reform.....nothing set in stone yet',None
None,b'$AAPL Up against the 4hr top Bollinger band. Wouldn&#39;t be surprised to see some chop for a couple four hour candles.',Bearish
None,b'$AAPL tax reform will send the market higher. Let&#39;s see what it can do to markets on Wednesday.',None
None,b'Worried About a Downturn? Why These Stocks Would Be Set To Outperform $AAPL $AMZN $BA $BABA $DIS $FB $GOOG $GOOGL http://bit.ly/2pGfxHu',None
None,b'My Phone Eavesdrops On Me And Yours Can Too https://benzinga.com/z/9308580 $AAPL $AMZN $DIS $GOOGL $MSFT $P',None
None,b'$AAPL this is painful',None
None,b'$AAPL he is vile# but here I agree. All manufacturers are releasing electric cars. Why would Tesla have majority market share?',None
None,b'$AAPL needs big volume then well see 145 today!',None
None,b'$AAPL $fb you sense ?! Lmao',None
None,b'$AAPL short target $144.25.',None
Bullish,b'$GOOGL $BABA $FB $AAPL',None
None,b'3 Mobile Payment Stocks to Buy Now $SQ $V $AAPL http://investorplace.com/2017/04/3-mobile-payment-stocks-to-buy-now/',None
Bullish,b'$AAPL $200. Sugar monitoring world population',None
None,b'$AAPL $fb I sense breakdown right here',Bearish
None,b'$AAPL anything sub 1% is a &quot;dip&quot;now',None
Bearish,b'$AAPL where&#39;s the dip? I know you have one more in you before next week aapl# cmon',None
None,b'$AAPL Buy all dips! $FB and $GOOGL ATH today. Apple will make 1 by Wed. Buy ITM calls. Patience will pay. 2+ points upside from here by wed',None
None,b'Another record highs $FB $GOOGL $PCLN $MSFT; they just rotate; $AAPL $TSLA $NFLX $AMZN matter of time it hits record  highs. $SPY $QQQ',None
Bullish,b'$AMZN WS not selling/Shorting into Tax News. Should see another pop into EU close $DIS $AAPL $FB $SPY',None
None,b'$AAPL this what passes a dip this week',None
None,b'$AAPL fading now# to what level?',None
None,b'$AAPL Services and 7# 7+ adoption above expectations...and 8 on horizon...focus shift to company vs market this week',None
Bullish,b'$AAPL bought another 100 contracts at $2.83',None
None,b'$AAPL Any chance of Miss Er ???',Bearish
None,b'$FB $AAPL I miss the guy that looks like eminen',Bearish
None,b'Joes weekend video ... always check and watch $AMZN $AAPL $TSLA $SPY $IWM',None
Bullish,b'$AAPL conservative call Wall Street is starting to get worried about Apple&#39;s earnings report http://www.cnbc.com/id/104421729 http://www.cnbc.com/id/104421729',None
None,b'$GOOGL ATH even after that youtube advisers drop out &amp; right before ER does that even make sense LMAO? $SPY $AAPL $FB $AMZN $MSFT $BABA $XLK',None
None,b'$AAPL Depends on what Trump announces Wednesday on Taxes and earnings May 2...I&#39;m guessing $145 Wed and $147 or $148 on earnings beat.',None
Bullish,b'$AAPL This is why I hold and haven&#39;t sold.  Super cycle.  Up over $40 a share and more to come.',None
None,b'Apples earnings preview from above Avalon $aapl  https://www.aboveavalon.com/dailypremiumupdate/2017/4/24/apple-2q17-earnings-preview-setting-the-scene-iphone-estimate-the-iphones-stronghold',None
None,b'$GOOGL and $GS SKYYYYYY high on this rally $AAPL $AMZN womp',None
None,b'$AAPL how far you bulls expect this to run without a minor correction lolhttp://stocktwits.com/impulsechaser/message/80911574',Bearish
Bullish,b'$AAPL rolled my weekly $143 calls to $144',None
None,b'$AAPL Great news but still gives me the willies that Tim has to buy anything from Sammy.',Bullish
None,b'Tim Cook To Travis Kalanick: Don&#39;t Break Apple&#39;s Rules https://benzinga.com/z/9335033 $AAPL',Bearish
None,b'$AAPL Too many bulls',None
None,b'$AAPL Should make ATH by Wed. NK non issue tomorrow on the 25th anniversary. Huge Trump pump on taxes Wed. 146 target this week',None
None,b'$tcehy $aapl who? Hahaha. Apple isn&#39;t giving a damn.',None
None,b'$AAPL 150s for earning..with div and India opening up',None
None,b'$AAPL has a great technical rating! Check out it&#39;s strong points at http://stockcharts.chartmill.com/u/HyrJFFi0x',Bullish
None,b'$AAPL Apple Permit Reveals Self-Driving Car Testers With NASA Experience https://www.wsj.com/articles/apple-permit-reveals-self-driving-car-testers-with-nasa-experience-1493042728?mod=yahoo_hs&amp;yptr=yahoo via https://finzine.com',None
None,b'Tencents wePay scares the bejeezers out of apple ... $tcehy $aapl',None
Bullish,b'$AAPL Morning pop into resistance. Would not mind seeing a back-test of 143 and building new base.',None
Bullish,b'$AAPL get ready for the next leg up',None
Bearish,b'$AAPL Tim I need a dongle for my headset',None
Bullish,b'$aapl VWAP catching it softly and bouncing it higher# just another trend day higher!',None
None,b'$AAPL $TSLA remain in the bullish chop zone low volume for both towards key resistance points.',None
None,b'$AAPL itll be tough to break these resistance levels without any other news...might be headed lower for a bit now',Bearish
None,b'$AAPL just need down a little',None
Bearish,b'Fitbit Stock Is Going to Burn (And Flex 2 Explosion Reports Only Make It Likelier) $FIT $AAPL $GRMN -\n http://investorplace.com/2017/04/fitbit-inc-fit-stock-is-going-to-burn-on-flex-2-explosion-report/',None
None,b'$HIMX ?Why Himax Technologies# Inc. Stock Popped 34.5% in March @themotleyfool #stocks $HIMX https://www.fool.com/investing/2017/04/11/why-himax-technologies-inc-stock-popped-345-in-mar.aspx?yptr=yahoo? $AAPL $MSFT',None
None,b'$AAPL fff missed the boat',Bearish
Bullish,b'$AAPL Entered long position this morning. Let&#39;s get it.',None
None,b'$AAPL 144.40 today. Don&#39;t fight market.',None
None,b'$AAPL Shark Tank Star Kevin O&#39;Leary on Why Tesla Shares Are Headed for an Epic Crash https://www.thestreet.com/story/14089152/1/shark-tank-star-kevin-o-leary-on-why-tesla-shares-are-headed-for-disaster.html?puc=yahoo&amp;cm_ven=YAHOO&amp;yptr=yahoo via https://finzine.com',Bearish
None,b'$AAPL #HardwareAndStorage sector comp is now available http://link.scoutfin.com/8gyk/r8Wv6LwIBC',None
None,b'$NVDA H&amp;S one the 1 minute. Big runners like $GOOGL $AAPL $GS could be turning now. $AMZN weak. $FB maybe pop',Bearish
Bullish,b'$QQQ $AAPL $UVXY Always lock the principle and some profit.',None
None,b'$AAPL 144 wall?',None
None,b'$AAPL next resistance seems to be 144.05 area...id love to cross 144 today',None
Bullish,b'$AAPL hit 25% day mark. in @ .69 and out @ .87# weekly 144 calls. Time new entries in $AAPL. $nvda $tsla and $nflx. ER plays: $RRV $CAT $vlo',None
None,b'$GS running much faster than anything else. $AAPL $FB $GOOGL $NVDA $AMZN $TSLA',None
Bullish,b'$AAPL Bought some expiring $43  this Friday and I own May 19 $140!',None
None,b'$AAPL MM definitely screwed calls on pricing# should be much higher so I&#39;m now long 4/28 145 calls',None
None,b'$AAPL everyone that was going for those 141 puts just got slapped so hard lol. All that IV. Bulls barely won either. Only 50% up.',None
Bullish,b'$SPY Algo&#39;s keep trying to sell Mrkt Pop&#39;s but they keep getting Buyers. Wow $BABA $DIS $AAPL',None
Bullish,b'$AAPL and now break $144 and stay above',Bearish
None,b'$AAPL 145 Calls BUYING Activity expiring on 17th Nov# Vol 1754',None
Bullish,b'$AAPL bought another 100 at 2.85. extrinsic was too low',None
None,b'$AAPL $QQQ not much worry today',Bearish
None,b'$XLK hit ATH $AAPL $GOOGL $FB $MSFT $NVDA ($BABA $AMZN but not in holdings)',None
Bullish,b'$AAPL $$',None
None,b'$AAPL Wall Street is starting to get worried about #Apple&#39;s #earnings report http://www.cnbc.com/2017/04/24/wall-street-is-starting-to-get-worried-about-apples-earnings-report.html $QQQ',None
Bullish,b'$AAPL',None
Bullish,b'$AAPL',None
None,b'$AAPL looks like this level was a support level when we went to ath....needs to do that again to see a good pop',Bullish
None,b'$AAPL going to explode',None
